Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Europe & Central Asia,ECS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.49716309,63.22635585,63.0650621,62.9941441,62.96806212,62.9625733,62.91891446,62.92207273,62.96186848,63.02705824,63.10815576,63.20572271,63.30836328,63.41909992,63.54672464,63.69423188,63.74790775,63.83849949,63.9728607,64.16129022,64.40546836,64.65483529,64.94954533,65.25087771,65.51350299,65.71103317,65.75907282,65.76946361,65.75612383,65.74093084,65.73745891,65.65523644,65.61269496,65.61457205,65.66593521,65.77019457,65.9296959,66.12148354,66.33928901,66.56944057,66.79281846,66.9373564,67.0791957,67.22633005,67.3888431,67.56945922,67.66584855,67.77996457,67.87635731,67.91822139,67.88335604,67.71073582,67.49335592,67.23267593,66.93980865,66.62897598,66.30277593,65.96835858,65.63605255
Ecuador,ECU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,51.89908325,51.66589933,51.35747081,51.0501141,50.85819107,50.82507036,50.74604282,50.81785795,50.99688951,51.2170998,51.44443185,51.55843582,51.72280247,51.92414998,52.15945838,52.42876591,52.63671558,52.88885392,53.18238283,53.51543511,53.88361217,54.2115962,54.56680188,54.94477769,55.34091739,55.7486238,56.07975874,56.43315313,56.79642387,57.15658831,57.50774074,57.7966622,58.09134063,58.38738176,58.68063359,58.96891928,59.19736817,59.41406115,59.63253197,59.87269045,60.14363239,60.35382097,60.61494438,60.90628361,61.1967752,61.47112,61.7977644,62.09128534,62.37005907,62.65967458,62.96703303,63.26888213,63.57835586,63.87741275,64.13675162,64.33873755,64.5292714,64.68725933,64.81411827
"Egypt, Arab Rep.",EGY,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.09193233,53.70096006,53.67234134,53.86553876,54.07802866,54.21448452,54.13698876,54.02919095,53.9264764,53.91080338,54.02183182,53.94598593,54.00835988,54.16793124,54.35300903,54.5218127,54.57685452,54.60606851,54.62755649,54.66799204,54.73356004,54.70606798,54.71855999,54.74874683,54.76578011,54.75798484,54.68898937,54.61784285,54.56122545,54.55889843,54.64165292,54.66315983,54.83128844,55.10985367,55.44065678,55.79083812,56.26085929,56.68787515,57.11994463,57.62587193,58.2265525,58.75731642,59.39265924,60.07206592,60.70936834,61.26027492,61.71840803,62.09838398,62.39076512,62.58043435,62.6508703,62.59219353,62.37331285,62.06951386,61.78781703,61.58430923,61.20794447,61.03653001,60.97149994
Euro area,EMU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.64659677,64.42055223,64.25657296,64.13328781,64.01155038,63.87503427,63.64530556,63.44578252,63.2723149,63.12730722,63.01529184,62.95250722,62.93667935,62.97103091,63.06092888,63.20856061,63.34319923,63.51876656,63.76235216,64.10721904,64.56100788,65.02355915,65.58368426,66.17364017,66.69952465,67.10785518,67.31957419,67.44317708,67.50064361,67.53332865,67.56513565,67.53855466,67.51334246,67.48986415,67.47042637,67.4580547,67.41738466,67.38693775,67.360302,67.32311543,67.26308605,67.19131332,67.10679209,67.01378307,66.92527853,66.85116256,66.71381636,66.60300762,66.49887526,66.37619463,66.21979202,65.98143209,65.73435357,65.47684844,65.21689357,64.96138446,64.7518866,64.5424634,64.3315955
Eritrea,ERI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.79668317,53.68488999,53.7782677,53.97105581,54.13353557,54.21380975,54.00284169,53.7790568,53.5714027,53.43873592,53.40277433,53.19260438,53.11190016,53.1198003,53.16694251,53.22719818,53.13322244,53.0829595,53.06955349,53.08713677,53.12585092,53.01735273,52.95414964,52.92744259,52.92351404,52.93295149,52.63740596,52.37428211,52.1651442,52.05197699,52.06691776,51.15652514,50.26714257,49.40686832,48.59053475,47.8575207,48.20038025,48.68495918,49.27620702,49.89342564,50.45999504,52.16998032,53.73167415,55.14916918,56.4348962,57.56867029,57.46707308,57.32112012,57.11698428,56.84161773,56.51659788,55.73536422,,,,,,,
Spain,ESP,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.42316368,64.18546816,64.04429769,63.93787554,63.78773161,63.5657899,63.32403802,63.03240673,62.72572924,62.45700814,62.25158851,62.18895497,62.15515681,62.16048957,62.20710865,62.29282535,62.29826474,62.36929206,62.50329235,62.70072253,62.96319856,63.22346651,63.57024643,63.96751418,64.36759259,64.74478309,65.17636854,65.54069739,65.87604421,66.23046538,66.61507645,66.95842582,67.33201716,67.69948949,68.00654331,68.22590578,68.38282602,68.48765913,68.54703897,68.58080702,68.59628352,68.76462977,68.90737349,69.01135407,69.06789442,69.07534255,68.90773938,68.71970277,68.51686057,68.32090889,68.15238494,67.72598007,67.38204018,67.08087727,66.77511668,66.44684001,66.32406859,66.15081329,65.95449137
Estonia,EST,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.3539113,66.19062673,66.11652622,66.12707534,66.18092466,66.24183584,66.21529563,66.21476678,66.22171416,66.21874671,66.19803529,66.1407828,66.07581019,66.01645654,65.99090939,66.00721638,65.86930174,65.79898746,65.78187177,65.80370782,65.86233815,65.98087308,66.11531767,66.2499284,66.37244152,66.46669732,66.4185605,66.34390808,66.25098933,66.17209341,66.15484084,65.90676125,65.76495598,65.72123051,65.73808261,65.78235954,66.13650214,66.46442118,66.76920167,67.07802953,67.39932186,67.5472254,67.68600134,67.82933173,67.96889037,68.08817628,67.99838146,67.91792879,67.8011571,67.61225475,67.34279158,66.92204391,66.48656737,66.03063389,65.55041226,65.04749777,64.81120538,64.46494213,64.01656941
Ethiopia,ETH,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.90003231,53.81700503,53.82279673,53.87791127,53.9449077,54.00844324,53.7677366,53.6048373,53.49284211,53.40271364,53.31634329,53.03379374,52.77945804,52.56006912,52.40608748,52.34375724,52.231895,52.13779321,52.03364333,51.88612065,51.67622738,51.34544491,51.11369439,50.96329901,50.88166285,50.85457861,50.68886864,50.59414048,50.5450106,50.52762993,50.54012744,50.38078939,50.29042608,50.25752424,50.27092478,50.3281733,50.25814859,50.2365215,50.25865443,50.32643715,50.4356555,50.33998454,50.30989595,50.316514,50.34161125,50.39584951,50.54480867,50.75047523,51.02436332,51.36817196,51.76671341,52.25844476,52.77091022,53.29853088,53.83490768,54.37154756,54.806239,55.26137124,55.7158851
European Union,EUU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.40722465,64.2354347,64.1475679,64.11793426,64.0978382,64.06242403,63.97124709,63.88133923,63.79888724,63.74076274,63.71447251,63.66806533,63.68149198,63.73814662,63.81471467,63.90075263,63.95153045,63.99866176,64.08441928,64.27366563,64.59326391,64.93337804,65.39962689,65.91720851,66.37684375,66.71816342,66.89739198,66.97814573,66.9979641,67.01868955,67.07208507,67.05822897,67.08222526,67.13187995,67.18932081,67.2475057,67.27680309,67.31023412,67.34670659,67.38330296,67.41212064,67.41991573,67.41914468,67.41326317,67.40878463,67.40887477,67.32943605,67.26248816,67.18964147,67.08794135,66.94071998,66.69191968,66.4294328,66.14868373,65.85132292,65.54327225,65.27510509,64.98535993,64.68886333
Fragile and conflict affected situations,FCS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.69982354,54.41301734,54.15899635,53.94834492,53.80531046,53.73603855,53.46919929,53.30440481,53.21503589,53.16995299,53.15256861,52.94302849,52.79952152,52.70730875,52.65321653,52.62720803,52.47526891,52.37513836,52.31932505,52.30849468,52.3459501,52.20009631,52.12196808,52.10160693,52.12689381,52.18972783,52.14219238,52.15995449,52.23032926,52.34082693,52.4638787,52.53818457,52.65928087,52.81921583,53.01429591,53.24369963,53.33854497,53.47338398,53.6405253,53.82577885,54.0162109,54.08337272,54.17953208,54.29358694,54.41663578,54.54428514,54.53866375,54.55501782,54.59121086,54.64781672,54.72613638,54.78175447,54.86852698,54.98312115,55.12359867,55.28826147,55.36953426,55.48809341,55.64120723
Finland,FIN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,62.2652827,62.49117849,62.96762015,63.60825193,64.24526272,64.78854125,65.13835606,65.44746436,65.71578642,65.96470836,66.20311571,66.45427681,66.70172593,66.93860449,67.15455228,67.34460765,67.47490779,67.51423867,67.52195974,67.57080027,67.68407535,67.6892428,67.82227875,67.99617373,68.09631922,68.07624175,68.02131942,67.86629314,67.6512224,67.43876724,67.25798013,67.10843025,66.94688226,66.80384377,66.71674092,66.70433024,66.6064432,66.64006727,66.74619431,66.83770208,66.87011874,66.91386194,66.85966418,66.75406387,66.67015759,66.63364979,66.60377062,66.6243656,66.63144999,66.52419893,66.24784607,65.77964756,65.19782004,64.54761203,63.91531419,63.36096879,62.87518101,62.47008231,62.13402948
Fiji,FJI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,49.51192052,49.55788719,49.75964332,50.07070936,50.45633925,50.91989103,51.37068538,51.89300403,52.49549044,53.18949822,53.97013228,54.54644634,55.20002063,55.91044108,56.64122812,57.36109714,57.50488889,57.66393223,57.83833812,58.01185679,58.16510758,58.24650818,58.30774526,58.29274235,58.2178297,58.15967124,58.17608006,58.23315318,58.33718341,58.47619495,58.62857943,58.8992944,59.17533168,59.50092918,59.91465618,60.41229003,60.52938222,60.76650991,61.05401815,61.31739557,61.55305879,62.48524127,63.2813947,64.0006568,64.70007092,65.37115204,65.40145192,65.53546443,65.74788759,65.98155891,66.18086618,66.0505716,65.89462806,65.68400477,65.4312467,65.17953045,65.11699349,65.05660094,65.03769739
France,FRA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,61.98765025,61.80553471,61.82725613,61.99075264,62.17526587,62.31742849,62.29398203,62.29222633,62.29759801,62.30934736,62.33005253,62.31873271,62.30192717,62.30329491,62.36494876,62.51041212,62.56487883,62.71801523,62.96450308,63.28535774,63.66387701,64.16063572,64.65126674,65.11358652,65.5241982,65.86006897,65.91237566,65.954291,65.97204966,65.94693377,65.88277919,65.79446662,65.6639371,65.51323234,65.37989191,65.28036487,65.18639453,65.1119442,65.06422891,65.04106908,65.03560716,64.99006334,64.97819248,64.98883814,65.01053305,65.03434458,65.00602043,64.99289703,64.96176362,64.86391581,64.67012556,64.37688916,63.99616067,63.56295102,63.13889012,62.76647242,62.4703445,62.22117654,62.00891081
Faroe Islands,FRO,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,51.0985308,50.85778978,50.38528934,49.8577423,49.52643259,49.46675091,49.4574845,49.65634823,50,50.37326461,50.74490776,50.35275925,49.92854734,49.47486751,48.968057,48.36997846,48.61173692,48.80300233,48.93832302,49.04491116,49.15809681,49.47960171,49.7487566,50.03038609,50.41528938,50.90962167,51.07786815,51.4019938,51.79322716,52.12796496,52.34940447,52.4086261,52.39325765,52.42746475,52.61246817,52.96896651,53.41900463,53.90394543,54.50428804,55.21659662,55.99802611,56.11487968,56.3337382,56.61406348,56.92192263,57.25673473,58.14503042,58.93780399,59.68438233,60.41175042,61.09550971,61.67423876,62.29594473,62.88918679,63.38253634,63.75958492,64.04845076,64.21464395,64.29598722
Gabon,GAB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,61.44515779,61.12289664,60.87011796,60.66405193,60.48162013,60.30399673,59.9450942,59.6391359,59.36889103,59.12565828,58.90543921,58.27729337,57.73871023,57.26561998,56.83679353,56.44334832,55.96641679,55.54073537,55.16654939,54.85011033,54.58952429,54.22306552,53.93164295,53.70054116,53.51223117,53.35590999,53.11123607,52.92624621,52.78746401,52.68574262,52.61688405,52.493331,52.42160468,52.40313932,52.44694988,52.55708579,52.67571465,52.8683878,53.1232987,53.4268739,53.77104432,54.1602842,54.58758145,55.03847485,55.49658552,55.945889,56.53993422,57.10208309,57.61606543,58.07455791,58.47506988,58.88646502,59.26522648,59.58292219,59.83575751,60.04053015,59.80552555,59.59324359,59.41022284
United Kingdom,GBR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.0769911,64.84422022,64.75381128,64.73260657,64.66494259,64.50139332,64.11578851,63.74170091,63.37903987,63.05709511,62.80168699,62.57301201,62.40111136,62.30969818,62.32480544,62.45322701,62.60470943,62.84682145,63.17850223,63.58212299,64.0304551,64.39745585,64.79012831,65.16753316,65.48364339,65.71107478,65.69195104,65.63470787,65.53904082,65.41708448,65.28515724,65.13315885,64.97282484,64.81974222,64.70522552,64.64897145,64.64275625,64.69590187,64.79647726,64.92635022,65.07446315,65.22558885,65.41405401,65.6191745,65.81702866,65.98665631,66.06240578,66.10823351,66.10844296,66.05215528,65.93477087,65.64102679,65.34134542,65.03614935,64.74006782,64.46994818,64.25192612,64.07385559,63.92605226
Georgia,GEO,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,62.75323918,62.27488145,61.82317085,61.43508368,61.14710282,60.98043087,60.84464176,60.84727568,60.97613969,61.19953826,61.4998657,61.89138738,62.28387944,62.68693085,63.10748945,63.53917473,63.85509664,64.19084696,64.54236763,64.89563518,65.23172453,65.52765218,65.80150615,66.02881874,66.19419034,66.28929278,66.24539607,66.18753583,66.09450459,65.96137504,65.82991384,65.58441969,65.39105256,65.36857571,65.59780331,66.05571252,65.91750068,65.92766658,66.03856102,66.17104743,66.24550942,66.25415204,66.27500164,66.3010869,66.36609355,66.4906246,66.74204959,67.05939978,67.38608453,67.65090567,67.80414428,67.71366059,67.56095929,67.33930216,67.0450679,66.68471588,66.25135414,65.79735257,65.33926797
Ghana,GHA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.5289357,53.32409016,53.29953983,53.35891923,53.37797788,53.31288061,52.80495458,52.28228201,51.78007804,51.35723353,51.04192722,50.76633378,50.59972603,50.53337232,50.55512794,50.65759418,50.44958092,50.34134158,50.32045952,50.35954531,50.43357903,50.72242168,51.03680171,51.3648604,51.69816842,52.02879655,52.19415934,52.3773539,52.57164924,52.7747274,52.98675439,53.09063035,53.24563403,53.43322511,53.63425823,53.84223763,53.95985774,54.07762081,54.2183713,54.41250085,54.66955093,54.90377856,55.21910805,55.58455808,55.95647452,56.31076137,56.64338374,56.95937885,57.26389922,57.56865062,57.87553473,58.04243407,58.21632954,58.39935853,58.59489365,58.80449011,58.94660284,59.13016395,59.33504041
Gibraltar,GIB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.15332088,55.87561038,55.57678138,55.31725044,55.19976895,55.26388818,55.08248534,55.09837092,55.25635706,55.47365715,55.70387558,55.49269947,55.34033759,55.23274774,55.16339175,55.12449992,54.69760105,54.32613569,53.99951003,53.70682039,53.44191188,53.08166143,52.78973237,52.54958911,52.34452709,52.16442058,51.9110146,51.72962181,51.60516882,51.53204512,51.50899291,51.16410421,50.90440227,50.71845451,50.59473676,50.52820469,50.30221944,50.15585204,50.08111789,50.07491859,50.13785187,49.95395672,49.85730382,49.84176451,49.89291088,49.99654759,50.07494554,50.19310451,50.35009476,50.54666736,50.78210973,50.9922967,51.24402098,51.52425676,51.81036971,52.08652173,52.46573455,52.84481425,53.22380421
"Gambia, The",GMB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.36218624,55.30722657,55.43125188,55.66387456,55.9196588,56.14434226,55.9661402,55.83469478,55.72989697,55.67385003,55.67688034,55.35602239,55.17417846,55.07279793,54.99521262,54.91806163,54.64795045,54.42777461,54.25674226,54.16623431,54.16636589,53.88402002,53.77805764,53.76100223,53.7267774,53.62225071,53.62770762,53.63702328,53.63709637,53.67728407,53.78565979,53.16030556,52.66989464,52.27597935,51.93892957,51.64716567,51.20475977,50.86620365,50.61467945,50.44682112,50.36248684,50.39122871,50.4796473,50.62303223,50.82200321,51.07288075,51.21590756,51.42305872,51.67517618,51.94115426,52.19646932,52.28631705,52.40195211,52.5350968,52.68235541,52.84261647,52.90754052,53.00730976,53.141274
Guinea-Bissau,GNB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.37602737,56.20968558,55.96796224,55.73273534,55.63373698,55.71307653,55.59534685,55.67878046,55.87744257,56.07034591,56.19947258,56.02828093,55.85025999,55.66832357,55.50408223,55.36868023,54.75863197,54.19877497,53.66733062,53.13414033,52.58220467,52.10681199,51.64417791,51.22312869,50.89230755,50.67699501,50.31349367,50.14067317,50.1043358,50.13399176,50.1965115,50.18235187,50.20581173,50.28957575,50.47423632,50.76851442,50.77819978,50.91822589,51.14464934,51.40184058,51.66282222,51.92713588,52.21494946,52.52251024,52.84699107,53.17570431,53.35541068,53.55210575,53.7548309,53.95523077,54.14767775,54.21349734,54.31173866,54.42446709,54.53816006,54.65109987,54.68375338,54.74237547,54.83713146
Equatorial Guinea,GNQ,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.76391222,56.47027911,56.14696113,55.85451128,55.68920027,55.66920014,55.49265271,55.44603996,55.51729551,55.73519737,56.16779941,55.94419868,55.96008304,56.16576504,56.4166143,56.57505864,56.73449964,56.77455855,56.70023949,56.53525085,56.20236147,55.86404109,55.58690229,55.29937769,55.01580446,54.79981143,54.14161177,53.6752476,53.34425424,53.07338547,52.82355411,52.85859172,52.84864041,52.86239536,52.99521184,53.27114468,53.69688652,54.24094993,54.80418699,55.30329855,55.71718678,56.0669721,56.42694841,56.72978342,56.96527926,57.15396879,57.47817707,57.80850859,58.09407091,58.34999817,58.61086708,58.83095051,59.12958899,59.42282377,59.68464114,59.93669175,60.04345035,60.23120407,60.42552379
Greece,GRC,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.60163623,65.39404294,65.44159092,65.63271686,65.76666268,65.7433958,65.6114121,65.24981737,64.74003637,64.21882843,63.75072127,63.54123778,63.48368696,63.52433143,63.56289838,63.54680481,63.63835671,63.64747707,63.63749168,63.70373904,63.8851119,63.98527507,64.2097152,64.50735589,64.81477,65.11433615,65.45589723,65.81746567,66.17720083,66.51020316,66.79179878,67.18285133,67.49573618,67.75991414,68.01750765,68.28066587,68.29675685,68.36888219,68.45404896,68.49496278,68.46891168,68.26843913,68.02076137,67.75347708,67.52247799,67.35838556,67.00132532,66.69193564,66.40746197,66.11371631,65.79322033,65.55250913,65.3157625,65.08096457,64.84708249,64.61915148,64.51476823,64.39583895,64.27348306
Grenada,GRD,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,45.96695281,45.57797803,45.41974828,45.41123826,45.39804299,45.34109641,45.30515937,45.26415491,45.24213343,45.29283844,45.4490606,47.00756732,48.27681602,49.29378983,50.22266099,51.18169827,51.56053567,52.13295355,52.73341489,53.02708804,52.86638512,53.74750295,54.32980391,54.70479801,55.09002102,55.62803914,55.2664411,54.91673036,54.53424378,53.97012092,53.13865734,53.34853825,53.47295837,53.60276901,53.83988244,54.24776643,54.9212384,55.60664389,56.3403613,57.16572946,58.07182519,59.14633556,60.26883069,61.33551272,62.26436793,63.05500616,63.77021528,64.41486833,65.04039599,65.66561741,66.23648019,66.44537249,66.74329431,67.01488398,67.1631375,67.17397057,67.16336692,67.03194617,66.81680334
Greenland,GRL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,51.43773777,51.18675745,50.93107486,50.72316239,50.64003264,50.70521566,50.65588463,50.74350721,50.92938777,51.15321309,51.37902647,51.36602843,51.38430653,51.42006018,51.46081959,51.49956604,51.32500628,51.15698492,51.00895513,50.89171414,50.80737051,50.63276068,50.50413341,50.42403464,50.39313571,50.41071303,50.39060963,50.43947824,50.54197448,50.66576137,50.78878427,50.90586897,50.97598569,51.04282334,51.15612531,51.33106256,51.43335844,51.62342893,51.86487162,52.0955585,52.28612458,52.54246854,52.75149629,52.95632695,53.22187947,53.57767256,54.00979815,54.54432584,55.14608721,55.75658257,56.34349998,56.99620993,57.58738049,58.14206836,58.69667447,59.26100031,59.74785981,60.25278792,60.7525321
Guam,GUM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,58.34107459,58.37054883,58.61444745,58.82922313,58.92184912,58.97100094,59.07293067,59.26865976,59.33904285,59.28815212,59.24031618,59.78466276,60.31717036,60.69256908,60.88621863,60.9820893,61.38805892,61.81355602,62.19813309,62.50638231,62.73323538,63.23895384,63.66224083,63.99077216,64.25005046,64.46488007,64.85255636,65.24331728,65.61003585,65.92980035,66.16161616,65.84405277,65.47347321,65.0710209,64.70147477,64.42659778,64.16317709,64.0286621,64.01163669,64.0682546,64.16058817,64.06352901,63.98877691,63.94491399,63.96986736,64.08252421,64.23591851,64.4809156,64.76961191,65.03272079,65.23356163,65.40089673,65.49351234,65.5345465,65.56677597,65.60026691,65.61420304,65.65397094,65.68638097
Guyana,GUY,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,50.03926068,49.58168865,49.21827193,48.95586877,48.81076124,48.80681365,48.87219516,48.96807231,49.08794921,49.23513644,49.41639927,50.04862096,50.65170899,51.17287469,51.58494918,51.91481831,52.31049952,52.640132,52.96880377,53.36204387,53.8578971,54.52584773,55.11234618,55.58163061,56.01823485,56.55532264,57.28684564,58.14247315,58.96762625,59.5783177,59.91424831,60.12956799,60.18111092,60.11186193,60.04116506,60.04366267,60.22108452,60.44131034,60.58773273,60.53484581,60.26810764,60.03548012,59.66548915,59.28513051,59.0630477,59.08762563,59.80293243,60.64913178,61.56796109,62.43409949,63.16616762,63.67289516,64.0858672,64.41296746,64.68639472,64.92484025,65.06570146,65.21757638,65.33518355
High income,HIC,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,62.35991889,62.26995385,62.28772289,62.38186443,62.4949884,62.59971819,62.63222044,62.68942783,62.75557604,62.84972062,62.95384788,63.09235625,63.23726555,63.39270467,63.58721378,63.82050501,63.96123595,64.16135449,64.40775568,64.68373846,64.97668214,65.283197,65.59426962,65.8921091,66.16224575,66.39460423,66.49072719,66.57806295,66.65304191,66.71134246,66.75145274,66.74422516,66.724934,66.70313705,66.70724885,66.74954747,66.75874358,66.81662708,66.90167844,66.98120607,67.0412243,67.12429084,67.18127122,67.22472081,67.27695552,67.34202857,67.35316937,67.38200797,67.4043321,67.38378297,67.30340166,67.14543506,66.96346638,66.7543907,66.52648316,66.28687469,66.04958408,65.80083417,65.54448938
"Hong Kong SAR, China",HKG,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.63810509,56.28003313,56.27033287,56.48025734,56.7756917,57.13407283,57.16446386,57.48125507,58.01581942,58.66160604,59.34809313,60.16929685,60.86550314,61.53686889,62.32054526,63.24928634,64.1830408,65.33526114,66.5370893,67.57386777,68.36043068,68.76700001,68.98199698,69.05664111,69.10042726,69.17304297,69.45340672,69.74140416,70.01096378,70.2385981,70.42995228,70.67980773,70.8607834,71.00704852,71.16304257,71.34285095,71.41322931,71.60129468,71.81336676,71.98404714,72.12388972,72.40556766,72.63287711,72.84617536,73.09868419,73.40552005,73.86099546,74.30746862,74.71167328,75.00361752,75.12407894,75.11487043,74.99848159,74.73462986,74.28499146,73.64606103,73.0503668,72.21830628,71.2240546
Honduras,HND,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,50.46810803,50.09051192,49.76171887,49.49997835,49.33615433,49.27739166,49.08980153,49.00247947,48.99139971,49.03031758,49.10456024,49.02886685,49.03940269,49.09829575,49.164351,49.21993256,49.20426496,49.17468105,49.15735398,49.19420275,49.30158914,49.33395625,49.45528098,49.62891853,49.80986122,49.97954994,50.10778254,50.2387382,50.38051975,50.55021058,50.75598808,50.98893008,51.24531954,51.51975785,51.79914795,52.07328271,52.3439145,52.6061089,52.87206333,53.1645259,53.49715089,53.80613669,54.19935592,54.64747642,55.11492385,55.58885023,56.13126446,56.65674332,57.19345617,57.78249308,58.43757777,59.10244602,59.82452098,60.57197568,61.29030709,61.94650538,62.55904699,63.09407994,63.56850081
Heavily indebted poor countries (HIPC),HPC,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.88030633,53.63158394,53.45648195,53.33872794,53.26790074,53.23707523,52.97216732,52.79388724,52.68201407,52.61792962,52.59095939,52.36582225,52.21123533,52.11335119,52.06146825,52.04818017,51.86924659,51.74370042,51.65863685,51.60739494,51.58891035,51.39513323,51.27390742,51.21112245,51.19174483,51.20455628,51.06651076,50.99407655,50.97325774,50.99397171,51.04913762,51.02338756,51.05262275,51.12489448,51.23291748,51.37501726,51.33259392,51.3418927,51.39130004,51.46933798,51.56849677,51.57461188,51.62307857,51.70202695,51.80295804,51.92353483,51.94696425,52.00681231,52.10056846,52.22606235,52.38001619,52.51453864,52.69019695,52.89887841,53.13249348,53.38532252,53.60558587,53.85008149,54.11553089
Croatia,HRV,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.55934394,65.56286639,65.65971707,65.84559089,66.0815547,66.34158196,66.49290616,66.72754715,66.99933771,67.23939013,67.40386152,67.46685771,67.42101685,67.31238356,67.21981357,67.18341155,67.0869095,67.07862684,67.13432947,67.22471188,67.34000561,67.57742589,67.833409,68.08774772,68.32534664,68.53330823,68.55564899,68.5756505,68.59440993,68.61165521,68.63505664,68.48256188,68.33161415,68.18663308,68.0380643,67.87188261,67.76823826,67.59953499,67.39908017,67.22538656,67.11236824,66.90258219,66.84564058,66.89086889,66.96263722,67.02161095,67.14035056,67.16324816,67.11629459,67.05461819,66.99714544,66.72221064,66.56653192,66.49455946,66.40220965,66.21314502,65.95282709,65.53958216,65.04262698
Haiti,HTI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.50124581,56.19887041,55.82718136,55.44614063,55.15756874,55.01029414,54.74026551,54.63099363,54.64297522,54.72007234,54.83654568,54.83513139,54.89552919,54.99882589,55.12251909,55.24641202,55.253011,55.22877095,55.18106061,55.11385756,55.02257329,54.72209799,54.42357798,54.12793463,53.85164739,53.61569558,53.25021482,53.01501312,52.87105797,52.77550449,52.71740204,52.76201915,52.79774159,52.87685896,53.06669543,53.38777711,53.69827257,54.12887951,54.63653623,55.15143123,55.63526621,56.03703597,56.42931638,56.80917886,57.18454701,57.56074198,57.89041695,58.21636704,58.54556744,58.889252,59.25277119,59.5843795,59.93559609,60.29537506,60.64869221,60.98774611,61.26775259,61.54011804,61.80835189
Hungary,HUN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.68283113,65.84103652,65.91472998,65.96592165,66.08313241,66.29132002,66.56082393,66.81912172,67.07907643,67.34248821,67.59457868,67.52734063,67.57568468,67.6232093,67.50803414,67.16113569,66.69336056,65.96019466,65.1499445,64.57045045,64.38705461,64.29443275,64.68735509,65.34782438,65.91954181,66.21057297,66.47170422,66.35285838,66.07180592,65.95003429,66.12864415,66.12371513,66.4345894,66.91970106,67.35895441,67.65284267,67.78805575,67.8564347,67.88595512,67.94790064,68.07410826,68.24839169,68.4054924,68.55815532,68.71337923,68.86447932,68.8182856,68.82682011,68.88781646,68.97095308,69.04770347,68.93016953,68.81248633,68.6560694,68.41882874,68.08257746,67.626637,67.04987336,66.4302824
